,artist_name,track_name
17475,oscar peterson,it's de-lovely
28020,black rob,thug story
17274,louis armstrong,all of me
4620,christina aguilera,reflection
22477,soja,911
26691,bombay bicycle club,"lights out, words gone"
7529,hank snow,in the blue canadian rockies
3310,bodeans,still the night
15922,wolfmother,white unicorn
20434,dave koz,got to get you into my life
4344,big l,mvp
11574,dierks bentley,the heaven i'm headed to
13804,ry cooder,yellow roses
20016,jamie cullum,give me the simple life
4960,josh groban,to where you are
10892,diamond rio,imagine that
27660,positive k,i'm not havin’ it (re-recorded / remastered)
13265,jefferson airplane,today
22757,sashamon,justice
21729,jacob miller,all night till day light
22371,dispatch,here we go (live)
5114,50 cent,if i can't
726,lesley gore,run bobby run
26592,matt maher,christ is risen
18123,lonnie liston smith,a lonely way to be
25497,guns n' roses,attitude
1520,walter wanderley,angelique
9357,eddie rabbitt,i don't know where to start
5209,the chiffons,he's so fine
17152,oscar peterson,in a mellow tone
12767,ella fitzgerald,it's a lovely day today
6591,miia,dynasty
10124,clint black,straight from the factory
18000,yes,perpetual change
18877,jungle brothers,jimmy's bonus beat
13108,nina simone,go limp
22637,stone senses,regret
10077,bob mould,wishing well
3925,sugar,hoover dam
11518,cory morrow,beat of your heart
25507,butthole surfers,goofy's concern
12417,aaron watson,trying like the devil
14919,carla thomas,pick up the pieces
27276,imagine dragons,yesterday
9572,willie nelson,until it's time for you to go
24613,michael mcdonald,i can let go now
14206,thin lizzy,angel of death
18233,ohio players,my life
17028,delbert mcclinton,if i hock my guitar (feat. self-made men)
18507,betty carter,let's fall in love
20887,devin townsend,genesis
17871,marlena shaw,go away little boy
102,ricky nelson,am i blue?
11174,blackhawk,i'm not strong enough to say no
1852,gene clark,from a silver phial
16800,all them witches,internet
28138,busta rhymes,why we die (feat. dmx and jay z)
25448,tool,hush
27621,ll cool j,dear hip hop
20473,the dear hunter,whisper
23203,foresta,believe
25748,insane clown posse,how many times?
13302,steppenwolf,tighten up your wig
28108,big kuntry king,yeah [i'm on it]
19937,charlie haden,this is not america
17876,frank zappa,the air
26938,passion,in christ alone
8553,johnny cash,if i had a hammer
13755,tommy bolin,dreamer
17485,dean martin,all i do is dream of you
5529,jonas brothers,goodnight and goodbye
24090,alice cooper,cold ethyl
7170,johnny cash,doin' my time
21753,ziggy marley & the melody makers,love is the only law
5977,benjamin francis leftwich,atlas hands
17316,helen merrill,you'd be so nice to come home to
17887,marlena shaw,liberation conversation
5853,parachute,she is love
5985,real estate,it's real
11433,wilco,hummingbird
16358,anders osborne,black tar
19985,nightmares on wax,the sweetest
713,ricky nelson,that's all she wrote
14588,johnny winter,broke and lonely
15014,ella mae morse,pig foot pete
3158,rick springfield,state of the heart
12784,ray charles,deed i do
20219,"harry connick, jr.",can't help falling in love with you
26375,arctic monkeys,who the fuck are arctic monkeys?
1027,nancy sinatra,"so long, babe"
19822,madeleine peyroux,weary blues
11236,brad paisley,part two
14169,dave davies,reveal yourself
11069,gary allan,cryin' for nothin'
23131,unified highway,"stand proud (feat. shana halligan, tahir panton & keznamdi)"
1152,the supremes,there's no stopping us now
5506,jeezy,i luv it
14431,gary moore,shapes of things to come
14871,the jeff healey band,let it all go
6728,jon bellion,overwhelming
2733,bad religion,pity
16115,the king khan & bbq show,animal party
10594,jim reeves,i won't forget you
13274,jefferson airplane,two heads
11091,pat green,nightmare
25489,clutch,a shogun named marcus
4182,blink-182,sometimes
3573,roy orbison,a love so beautiful
1104,johnny rivers,if i were a carpenter
3994,whitney houston,something in common
10848,porter wagoner,a satisfied mind
15678,cab calloway,blues in the night
4679,john mayer,love soon
25399,l7,shitlist
28151,kirko bangz,what yo name iz?
5873,drake,unforgettable
2206,paul davis,i go crazy
2257,cheap trick,on the radio
17684,duke ellington,supercalifragilisticexpialidocious
13503,"crosby, stills, nash & young",long time gone
18807,kenny g,you make me believe
7291,sons of the pioneers,(ghost) riders in the sky
15495,the brian jonestown massacre,nevertheless
9936,conway twitty,after the fire is gone
12544,odetta,joshua
4160,bad religion,stranger than fiction
5700,shwayze,corona and lime
6899,zayn,good years
13791,louis jordan & his tympany five,beans and cornbread
14746,phish,no dogs allowed
14744,jerry garcia,i second that emotion
13308,the dells,there is
3085,"""weird al"" yankovic",theme from rocky xiii
5900,drake,over
13849,jethro tull,beltane
12695,jimmy reed,you're something else
24858,lion,the transformers theme
24120,klaatu,calling occupants of interplanetary craft
15673,sister rosetta tharpe,rock me
13565,al green,let's stay together
11108,lee ann womack,after i fall
24395,reo speedwagon,out of season
2761,gang of four,i love a man in a uniform
3372,bodeans,dreams
5034,uncle kracker,drift away
13386,ten years after,the stomp
12563,ella fitzgerald,so in love
7379,don gibson,(i'd be) a legend in my time
5520,band of horses,is there a ghost
1435,bob dylan,let it be me
17337,julie london,fools rush in
2248,cheap trick,mandocello
20815,zero 7,mono
7667,porter wagoner,cotton fields
18911,maze,change on our ways
3543,my bloody valentine,lose my breath
7599,johnny cash,remember the alamo
21491,touré kunda,toure kunda
6845,selena gomez,bad liar
9262,david allan coe,little orphan annie
14902,the subdudes,push and shove
21069,the wailers,no sympathy
10603,george strait,lead on
2996,echo & the bunnymen,crystal days
33,mukesh,raat andheri door savera
16618,welshly arms,hold on i'm coming
20835,august greene,optimistic
5469,dem franchize boyz,"lean wit it, rock wit it"
27460,elton john,never too late
19536,supreme beings of leisure,ain't got nothin'
2529,yoko ono,give me something
11023,neal mccoy,new old songs
9132,jefferson starship,just the same
20267,thank you scientist,make like a tree (get out)
15883,mississippi john hurt,you are my sunshine
11729,the felice brothers,frankie's gun!
6653,glass animals,pork soda
17930,"emerson, lake & palmer",promenade
8412,the guess who,laughing
4271,boyzone,love me for a reason
16577,josefus,crazy man
9185,warren zevon,bed of coals
9970,willie nelson,moon river
27895,zulú hip hop jam,mil hojas
1723,four tops,(it's the way) nature planned it
685,roy orbison,house without windows
12709,ella fitzgerald,little jazz
21200,culture,i'm alone in the wilderness
25091,kingdom come,get it on
28284,youngbloodz,chop chop
1094,the beach boys,gettin' hungry (mono)
14149,deep purple,black night
19849,boney james,here she comes
3745,inxs,by my side
11166,mark wills,right here
27154,morgan delt,some sunsick day
7508,george jones,lonely christmas call
12293,adam sanders,sippin' on the good times
17859,louis armstrong,'bout time
10085,john williamson,rip rip woodchip
23557,elvis presley,tonight is so right for love
18570,gil scott-heron,storm music
15590,grand funk railroad,mr. limousine driver
8063,charley pride,the day the world stood still
11718,montgomery gentry,long line of losers
26064,james,getting away with it (all messed up)
28049,trina,100%
20877,parov stelar,mambo rap
9938,steve wariner,some fools never learn
16231,lukas nelson and promise of the real,the awakening
11558,trent tomlinson,i was gonna leave tomorrow anyway
11464,jack greene,statue of a fool
25712,tool,eulogy
24734,the police,every breath you take
2060,joan armatrading,like fire
7181,ray price,i'll sail my ship alone
6715,sabrina carpenter,thumbs
3510,new kids on the block,i'll be loving you (forever)
21916,the grace thrillers,tell me the story
27029,owl city,verge
5966,get scared,sarcasm
16553,blues saraceno,mercy train
12691,ella fitzgerald,sweet and lovely
23294,swiss,she don't want me love
20420,the faceless,autotheist movement ii: emancipate
17843,george benson,along comes mary
9080,willie nelson,heartbreak hotel
17236,bing crosby,white christmas
23394,steel pulse,cry cry blood
27350,godsmack,under your scars
26823,gavin rossdale,love remains the same
5199,lil wayne,this is the carter
25207,faith no more,from out of nowhere
23545,the kingston trio,with her head tucked underneath her arm
15143,widespread panic,ain't life grand
13534,aretha franklin,april fools
21451,the gladiators,after you
15923,willie clayton,running out of lies
5342,50 cent,get in my car
19332,tommy dorsey,song of india
26079,dashboard confessional,the places you have come to fear the most
22984,the green,striking up a love
9465,dolly parton,one of those days
1005,the byrds,i come and stand at every door
6089,nicki minaj,pound the alarm
24983,ozzy osbourne,shot in the dark
5499,breaking benjamin,evil angel
11747,granger smith,don't listen to the radio
16002,robert plant,your long journey
9660,vern gosdin,you never cross my mind
5800,flyleaf,again
11686,wade bowen,turn on the lights
23088,ziggy marley,give it away
10211,dwight yoakam,it only hurts when i cry
6203,cage the elephant,spiderhead
20488,dj cam quartet,saint germain
7155,carl smith,time changes everything
3135,china crisis,the highest high
14820,dave van ronk,"hang me, oh hang me"
6036,lil wayne,she will
15633,jonny lang,save yourself
7504,george jones,it's a sin
11392,hank locklin,send me the pillow you dream on
17350,nat king cole,stella by starlight
23542,gene vincent,blue eyes crying in the rain
5369,michael bublé,feeling good
16412,all them witches,elk.blood.heart
21677,maxi priest,human work of art
9373,dottie west,what are we doin' in love!
8760,dolly parton,the bargain store
26644,you me at six,stay with me
7560,conway twitty,let the good times roll
15702,the von bondies,crawl through the darkness
14507,x,my soul cries your name
4111,candlebox,change
21039,u-roy,peace and love
7943,hank williams,wedding bells
16311,cage the elephant,japanese buffalo
24553,rush,witch hunt
22261,xavier rudd,the 12th of september
15588,queens of the stone age,do it again
187,buddy holly,valley of tears
24891,prince,pop life
9218,the bellamy brothers,lovers live longer
3402,michael jackson,fly away
6012,bon iver,calgary
22532,stick figure,ring the alarm
25071,guns n' roses,anything goes
9546,merle haggard,if you hated me
11532,the be good tanyas,for the turnstiles
6938,travis scott,butterfly effect
25044,the cure,hot hot hot!!!
9170,lucinda williams,one night stand
22647,one drop,1492
5694,usher,love in this club (feat. young jeezy)
28140,moneybagg yo,lately
10626,george strait,i'll always be loving you
484,dion,dream lover
18385,"earth, wind & fire",love music
13387,steppenwolf,power play
12964,ella fitzgerald,all of me
14636,bad company,fame and fortune
13984,j.b. lenoir,feelin' good
15078,joe cocker,up where we belong
17708,dean martin,if you were the only girl (in the world)
16624,"albert hammond, jr.",coming to getcha
10011,little feat,voices on the wind
1289,the byrds,blue canadian rockies
24494,ac/dc,inject the venom
9343,kenny rogers,through the years
24365,buzzcocks,why can't i touch it?
26074,megadeth,promises
6926,ella mai,shot clock
1358,bread,london bridge
13087,nina simone,pirate jenny
25690,r.e.m.,e-bow the letter
15935,mel waiters,half pint
26150,stone sour,get inside
23721,the kinks,too much on my mind
21083,toots & the maytals,pressure drop
18282,roy ayers ubiquity,"hey, uh, what you say come on"
10996,fred neil,dolphins
13515,t. rex,raw ramp
17582,tony bennett,just in time
1772,wings,big barn bed
2536,boz scaggs,breakdown dead ahead
7405,johnny cash,life goes on
1939,bob dylan,wedding song
20863,john surman,autumn nocturne
9488,eddie money,leave it to me
14834,the subdudes,one time
23936,stampeders,sweet city woman
13035,aretha franklin,if ever i would leave you
1141,the cowsills,the rain the park and other things
2642,loverboy,gangs in the street
4622,faith hill,this kiss
25117,guns n' roses,reckless life
13874,t. rex,pain and love
16983,greta van fleet,brave new world
21878,g. love & special sauce,i-76
7837,patsy cline,just out of reach (of my two open arms)
